"","codmun7","municipio","espvida","gini","rdpc","pop","idhm","idhm_e","idhm_l","idhm_r","G01_QTD_EMP","G01_QTD_VINC","G02_QTD_EMP","G02_QTD_VINC","G03_QTD_EMP","G03_QTD_VINC","G04_QTD_EMP","G04_QTD_VINC","G05_QTD_EMP","G05_QTD_VINC","G06_QTD_EMP","G06_QTD_VINC","G07_QTD_EMP","G07_QTD_VINC","G08_QTD_EMP","G08_QTD_VINC","G09_QTD_EMP","G09_QTD_VINC","G10_QTD_EMP","G10_QTD_VINC","G11_QTD_EMP","G11_QTD_VINC","G12_QTD_EMP","G12_QTD_VINC","G13_QTD_EMP","G13_QTD_VINC","G14_QTD_EMP","G14_QTD_VINC","Geral_QTD_EMP","Geral_QTD_VINC"
"244",3521200,"IPORANGA",73.96,0.53,421.14,4274,0.703,0.668,0.816,0.637,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,570
"245",3521309,"IPUÃ",75.9,0.59,900.48,14111,0.749,0.654,0.848,0.759,1,1,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,945,2748
"246",3521408,"IRACEMÁPOLIS",76.76,0.4,808.74,19969,0.776,0.729,0.863,0.742,7,58,19,23,0,0,0,0,14,13,4,96,0,0,0,0,0,0,0,0,1,0,1,25,2,0,7,144,1189,7229
"247",3521507,"IRAPUÃ",75.63,0.36,579.58,7224,0.713,0.624,0.844,0.688,2,0,0,0,0,0,0,0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,118,587,1038
"248",3521606,"IRAPURU",75.33,0.44,589.82,6402,0.712,0.622,0.839,0.691,0,0,1,0,3,0,148,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,666
"249",3521705,"ITABERÁ",73.18,0.5,462.03,17739,0.693,0.636,0.803,0.652,3,9,6,4,1,1,1,1,4,15,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,5,249,1134,2831
"250",3521804,"ITAÍ",74.77,0.45,594.77,22559,0.713,0.63,0.83,0.692,0,0,2,2,7,43,4,54,9,23,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,4,20,968,5160
"251",3521903,"ITAJOBI",74.94,0.38,739.45,14490,0.73,0.644,0.832,0.727,2,2,12,9,1,0,0,0,12,31,0,0,1,6,0,0,0,0,1,0,0,0,0,0,4,4,12,40,2157,3570
"252",3522000,"ITAJU",74.39,0.37,609.08,3246,0.705,0.613,0.823,0.696,0,0,0,0,0,0,1,1,5,10,1,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,5,3,199,614
"253",3522109,"ITANHAÉM",74.36,0.5,690.67,86728,0.745,0.701,0.823,0.716,2,1,1,0,8,37,0,0,28,100,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,40,2689,15218
"254",3522158,"ITAÓCA",72.2,0.54,395.32,3224,0.68,0.637,0.787,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,307
"255",3522208,"ITAPECERICA DA SERRA",76.09,0.45,619.82,148965,0.742,0.687,0.852,0.699,23,121,23,12,0,0,0,0,40,110,4,61,3,1,0,0,0,0,3,367,0,0,3,2,1,0,23,226,3538,23031
"256",3522307,"ITAPETININGA",76.86,0.49,741.64,140581,0.763,0.705,0.864,0.728,12,413,31,184,7,12,0,0,69,304,2,1,1,1,0,0,4,434,5,233,6,150,0,0,15,1,40,822,6865,36808
"257",3522406,"ITAPEVA",73.18,0.53,630.48,87462,0.732,0.697,0.803,0.702,2,4,34,144,1,0,0,0,63,251,3,3,0,0,0,0,2,0,0,0,3,48,0,0,9,0,21,49,5557,20565
"258",3522505,"ITAPEVI",76.28,0.45,575.72,200590,0.735,0.677,0.855,0.687,14,8,22,11,0,0,0,0,59,290,6,193,5,94,0,0,0,0,1,1,0,0,1,2,0,0,29,77,3857,34814
"259",3522604,"ITAPIRA",76.1,0.45,849.81,67517,0.762,0.692,0.852,0.75,25,168,64,1157,1,0,102,42,51,219,6,14,2,90,0,0,2,33,6,284,9,224,8,80,5,1,31,248,3917,24564
"260",3522653,"ITAPIRAPUÃ PAULISTA",73.96,0.53,323.42,3875,0.661,0.594,0.816,0.595,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,568
"261",3522703,"ITÁPOLIS",75.14,0.45,787.75,39827,0.744,0.667,0.836,0.738,5,10,28,42,4,0,4,0,31,46,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,57,415,5802,10081
"262",3522802,"ITAPORANGA",75.11,0.53,552.76,14423,0.719,0.653,0.835,0.681,2,2,1,2,1,0,5,0,5,28,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,12,287,765,2191
"263",3522901,"ITAPUÍ",75.47,0.41,687.46,12143,0.725,0.633,0.841,0.716,11,286,2,0,0,0,3,12,11,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,555,4557
"264",3523008,"ITAPURA",73.75,0.45,556.29,4262,0.72,0.673,0.813,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,656
"265",3523107,"ITAQUAQUECETUBA",75.66,0.42,502.85,321198,0.714,0.648,0.844,0.665,39,186,38,35,0,0,1,0,78,489,4,53,5,40,0,0,0,0,3,67,0,0,1,61,2,0,122,2261,6556,44191
"266",3523206,"ITARARÉ",73.18,0.48,510.2,47767,0.703,0.649,0.803,0.668,4,1,15,18,0,0,1,1,22,123,2,8,0,0,0,0,0,0,3,28,0,0,0,0,2,0,4,13,2142,8446
"267",3523305,"ITARIRI",75.21,0.5,434.58,15409,0.677,0.577,0.837,0.642,0,0,1,1,96,272,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,426,1602
"268",3523404,"ITATIBA",75.64,0.48,1080.74,101022,0.778,0.708,0.844,0.788,68,658,39,48,0,0,3,29,85,338,7,284,7,94,0,0,2,5,10,131,0,0,2,11,9,5,27,138,5644,34953
"269",3523503,"ITATINGA",75.44,0.43,568.58,17986,0.706,0.61,0.841,0.685,4,2,29,66,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1109,3058
"270",3523602,"ITIRAPINA",73.77,0.48,772.14,12742,0.724,0.636,0.813,0.734,3,168,3,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,5,2,729,4267
"271",3523701,"ITIRAPUÃ",74.55,0.44,526.62,5889,0.707,0.636,0.826,0.673,1,11,1,0,0,0,127,224,8,18,1,1,0,0,0,0,2,16,0,0,0,0,0,0,1,0,0,0,397,737
"272",3523800,"ITOBI",74.19,0.41,611.41,7471,0.717,0.646,0.82,0.697,2,11,1,0,0,0,11,22,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,485,994
"273",3523909,"ITU",76.23,0.52,1038.14,153310,0.773,0.692,0.854,0.782,47,295,37,443,0,0,13,43,122,406,7,537,16,507,0,0,2,11,12,422,37,981,1,0,15,5,32,55,8517,55505
"274",3524006,"ITUPEVA",75.63,0.43,848.65,44744,0.762,0.699,0.844,0.75,8,65,40,61,0,0,1,1,59,369,6,63,2,9,0,0,3,18,4,429,0,0,2,120,3,4,9,58,2978,28846
"275",3524105,"ITUVERAVA",75.47,0.52,950.39,38583,0.765,0.694,0.841,0.768,6,1,6,24,0,0,12,8,28,74,3,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,2152,7548
"276",3524204,"JABORANDI",75.71,0.39,548.22,6530,0.711,0.627,0.845,0.679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,309,902
"277",3524303,"JABOTICABAL",76.08,0.52,1015.51,70863,0.778,0.71,0.851,0.778,15,98,24,280,0,0,0,0,58,102,7,54,2,31,0,0,0,0,1,176,1,25,3,40,7,1,9,24,4574,22172
"278",3524402,"JACAREÍ",75.2,0.49,846.53,210767,0.777,0.749,0.837,0.749,26,91,69,183,0,0,1,10,135,639,4,25,1,6,1,0,0,0,5,8,2,62,2,306,5,0,52,1111,8384,49993
"279",3524501,"JACI",74.05,0.35,624.57,5475,0.723,0.659,0.818,0.7,35,1060,3,2,0,0,0,0,6,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,341,2810
"280",3524600,"JACUPIRANGA",74.89,0.53,574.52,17161,0.717,0.644,0.832,0.687,1,0,4,3,88,655,0,0,2,4,0,0,0,0,0,0,3,36,0,0,1,5,1,10,0,0,2,0,703,3253
"281",3524709,"JAGUARIÚNA",76.74,0.49,1038.61,44108,0.784,0.715,0.862,0.782,6,8,26,293,1,1,3,7,39,115,3,24,0,0,0,0,0,0,0,0,8,118,2,103,6,3,15,18,3098,34490
"282",3524808,"JALES",76.32,0.46,850.11,46877,0.776,0.73,0.855,0.75,13,32,24,149,2,0,0,0,48,150,3,29,0,0,0,0,0,0,9,35,0,0,1,0,3,0,23,40,3193,11594
"283",3524907,"JAMBEIRO",76.61,0.49,738.52,5330,0.756,0.69,0.86,0.727,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,280,2673
"284",3525003,"JANDIRA",75.46,0.48,792.33,108193,0.76,0.706,0.841,0.738,14,7,12,13,0,0,1,0,38,142,1,107,0,0,1,0,0,0,0,0,0,0,1,4,4,0,42,398,3159,19274
"285",3525102,"JARDINÓPOLIS",76.15,0.48,742.74,37596,0.735,0.64,0.853,0.728,22,72,17,56,0,0,0,0,31,105,3,15,0,0,0,0,1,5,2,1,0,0,0,0,8,0,15,141,2072,9138
"286",3525201,"JARINU",74.53,0.45,718.61,23797,0.733,0.659,0.826,0.723,11,57,16,10,0,0,0,0,19,24,4,16,3,0,0,0,0,0,4,375,0,0,0,0,0,0,5,24,1358,9248
"287",3525300,"JAÚ",78.13,0.45,951.17,130260,0.778,0.693,0.886,0.768,28,79,42,261,0,0,11,85,965,4881,2,0,5,5,3,1,0,0,13,216,0,0,1,0,7,0,89,322,8009,37693
"288",3525409,"JERIQUARA",73.86,0.42,549.1,3160,0.703,0.628,0.814,0.68,1,0,3,1,0,0,118,182,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,732
"289",3525508,"JOANÓPOLIS",74.43,0.43,650.99,11658,0.699,0.585,0.824,0.707,2,4,5,8,0,0,2,3,7,9,0,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,41,218,832,2393
"290",3525607,"JOÃO RAMALHO",74.1,0.42,627.59,4131,0.741,0.71,0.818,0.701,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,183,535
"291",3525706,"JOSÉ BONIFÁCIO",77.14,0.45,863.34,32661,0.777,0.717,0.869,0.752,10,15,10,44,0,0,1,0,64,79,8,21,0,0,0,0,0,0,2,13,4,15,0,0,1,0,56,668,2503,9850
"292",3525805,"JÚLIO MESQUITA",73.76,0.41,482.86,4430,0.716,0.686,0.813,0.659,0,0,1,0,0,0,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,231,480
"293",3525854,"JUMIRIM",76.75,0.39,710.27,2798,0.741,0.655,0.863,0.721,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,5,198,0,0,1,0,0,0,191,1315
"294",3525904,"JUNDIAÍ",76.94,0.53,1431.55,368777,0.822,0.768,0.866,0.834,70,232,238,1204,0,0,0,0,375,1596,21,633,21,285,4,16,2,24,20,686,13,300,4,11,26,0,83,916,26308,171931
"295",3526001,"JUNQUEIRÓPOLIS",76.61,0.43,737.14,17409,0.745,0.662,0.86,0.727,5,28,6,7,9,1,72,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,99,1597,5636
"296",3526100,"JUQUIÁ",74.36,0.49,467.35,19162,0.7,0.637,0.823,0.654,0,0,4,0,129,331,0,0,4,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,674,2347
"297",3526209,"JUQUITIBA",72.48,0.49,550.32,28538,0.709,0.662,0.791,0.68,2,6,2,6,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,933,4559
"298",3526308,"LAGOINHA",72.82,0.48,573.28,4798,0.693,0.609,0.797,0.686,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,534,712
"299",3526407,"LARANJAL PAULISTA",74.73,0.41,760.58,25243,0.729,0.639,0.829,0.732,6,12,12,48,0,0,3,4,8,10,1,0,3,65,0,0,0,0,0,0,17,418,0,0,3,0,15,45,1861,9371
"300",3526506,"LAVÍNIA",74.17,0.38,614.14,5117,0.721,0.655,0.82,0.698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,682
"301",3526605,"LAVRINHAS",74.38,0.55,500.59,6511,0.729,0.707,0.823,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,817
"302",3526704,"LEME",76.05,0.48,746.15,91255,0.744,0.665,0.851,0.729,56,533,31,73,7,16,2,21,60,311,3,3,1,0,1,7,1,1,8,7,13,140,1,1,5,0,13,84,4763,22790
"303",3526803,"LENÇÓIS PAULISTA",75.19,0.43,816.48,61212,0.764,0.717,0.837,0.743,14,60,37,295,2,0,11,12,43,107,6,70,0,0,0,0,0,0,1,0,0,0,0,0,2,0,14,23,3464,20963
"304",3526902,"LIMEIRA",76.11,0.48,910.85,275032,0.775,0.719,0.852,0.761,49,293,157,972,5,1,3,7,258,808,20,382,66,455,92,1163,0,0,9,214,3,536,14,1245,12,0,111,518,16812,83605
"305",3527009,"LINDÓIA",76.85,0.4,714.18,6696,0.742,0.654,0.864,0.722,3,2,2,2,0,0,6,7,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,57,347,1948
"306",3527108,"LINS",77.13,0.45,919.53,70592,0.786,0.733,0.869,0.762,8,139,17,20,0,0,5,6,69,1207,7,2,0,0,0,0,0,0,5,6,0,0,0,0,2,0,14,15,3847,24909
"307",3527207,"LORENA",76.35,0.52,781.28,82126,0.766,0.713,0.856,0.736,3,1,14,14,1,0,0,0,48,111,1,2,1,1,0,0,1,430,5,7,1,0,0,0,3,0,11,11,3582,16923
"308",3527256,"LOURDES",73.96,0.37,612,2101,0.742,0.717,0.816,0.697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,251
"309",3527306,"LOUVEIRA",76.65,0.5,1047.17,37004,0.777,0.697,0.861,0.783,9,8,11,21,2,1,0,0,51,163,5,53,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2787,17144
"310",3527405,"LUCÉLIA",75.48,0.46,743.2,18445,0.752,0.695,0.841,0.728,5,8,4,1,0,0,13,6,16,25,4,31,0,0,0,0,0,0,0,0,1,0,0,0,4,1,15,340,1320,9105
"311",3527504,"LUCIANÓPOLIS",73.55,0.51,779.84,2247,0.733,0.662,0.809,0.736,3,5,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,188,1066
"312",3527603,"LUÍS ANTÔNIO",74.34,0.42,661.22,11249,0.731,0.671,0.822,0.709,2,3,1,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,742,7030
"313",3527702,"LUIZIÂNIA",73.88,0.35,557.06,5008,0.702,0.623,0.815,0.682,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,230,534
"314",3527801,"LUPÉRCIO",74.81,0.4,547.3,4347,0.724,0.674,0.83,0.679,0,0,1,0,2,0,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,567
"315",3527900,"LUTÉCIA",75.75,0.42,516.35,2711,0.72,0.659,0.846,0.67,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,248,467
"316",3528007,"MACATUBA",76.52,0.55,920.95,16217,0.77,0.697,0.859,0.763,1,0,3,2,0,0,0,0,10,22,2,6,0,0,0,0,0,0,0,0,2,28,0,0,3,0,9,618,553,3896
"317",3528106,"MACAUBAL",75.64,0.43,704.61,7629,0.743,0.676,0.844,0.72,2,10,5,0,0,0,3,0,6,10,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,13,521,1754
"318",3528205,"MACEDÔNIA",76.09,0.42,644.23,3638,0.74,0.675,0.852,0.705,1,61,0,0,7,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,515
"319",3528304,"MAGDA",74.38,0.44,725.51,3200,0.753,0.717,0.823,0.724,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,104,206,585
"320",3528403,"MAIRINQUE",74.85,0.44,710.18,43055,0.743,0.684,0.831,0.721,4,26,11,9,0,0,0,0,24,75,2,39,0,0,0,0,0,0,1,0,0,0,0,0,2,0,17,257,1620,9292
"321",3528502,"MAIRIPORÃ",77.86,0.56,944.03,80353,0.788,0.723,0.881,0.767,19,307,16,77,0,0,0,0,68,102,3,25,1,0,0,0,1,0,7,99,0,0,0,0,5,0,61,280,3345,15051
"322",3528601,"MANDURI",74.05,0.48,750.34,8957,0.739,0.675,0.818,0.73,3,1,3,0,0,0,148,13,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,1139,1574
"323",3528700,"MARABÁ PAULISTA",73.54,0.39,457.56,3586,0.677,0.591,0.809,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,211,622
"324",3528809,"MARACAÍ",75.97,0.42,666.65,13307,0.771,0.758,0.85,0.711,0,0,2,0,0,0,0,0,6,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1252,2728
"325",3528858,"MARAPOAMA",76.14,0.4,781.03,2631,0.752,0.679,0.852,0.736,2,1,1,1,0,0,0,0,4,72,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1604
"326",3528908,"MARIÁPOLIS",74.78,0.37,565.58,3913,0.718,0.651,0.83,0.684,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,335
"327",3529005,"MARÍLIA",76.26,0.5,953.2,213999,0.798,0.776,0.854,0.768,42,84,60,196,0,0,37,81,232,438,39,2422,5,18,2,12,1,3,23,344,1,1,1,7,14,2,78,289,12949,69925
"328",3529104,"MARINÓPOLIS",74.5,0.43,553.24,2111,0.731,0.694,0.825,0.681,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,298
"329",3529203,"MARTINÓPOLIS",74.93,0.45,636,22950,0.721,0.641,0.832,0.703,4,15,7,50,0,0,1,2,18,24,1,12,0,0,0,0,0,0,0,0,2,11,0,0,1,0,2,1,904,3068
"330",3529302,"MATÃO",75.84,0.52,940.44,76679,0.773,0.713,0.847,0.766,11,37,114,4240,0,0,1,1,78,147,12,497,9,27,0,0,2,7,5,19,0,0,1,1,6,2,36,632,3876,33582
"331",3529401,"MAUÁ",76.13,0.44,709.25,415015,0.766,0.733,0.852,0.721,47,218,106,210,0,0,0,0,130,632,2,52,19,102,0,0,0,0,12,419,2,0,1,31,7,0,94,880,9351,60677
"332",3529500,"MENDONÇA",76.78,0.36,707.36,4634,0.744,0.663,0.863,0.72,0,0,1,0,0,0,0,0,3,4,1,2,0,0,1,0,0,0,0,0,6,8,0,0,0,0,4,89,313,2441
"333",3529609,"MERIDIANO",74.04,0.4,694.38,3834,0.731,0.667,0.817,0.717,10,73,0,0,3,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,481,2007
"334",3529658,"MESÓPOLIS",75.84,0.37,530.46,1886,0.724,0.666,0.847,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,247
"335",3529708,"MIGUELÓPOLIS",76.78,0.46,670.82,20370,0.741,0.661,0.863,0.712,0,0,2,1,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,980,2852
"336",3529807,"MINEIROS DO TIETÊ",74.39,0.39,700.24,11982,0.73,0.658,0.823,0.719,2,178,2,0,1,0,14,4,24,78,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,783,1505
"337",3529906,"MIRACATU",73.18,0.5,442.77,20533,0.697,0.655,0.803,0.645,1,10,0,0,108,280,0,0,2,6,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,763,2981
"338",3530003,"MIRA ESTRELA",73.34,0.43,613.14,2820,0.743,0.731,0.806,0.697,1,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,259,435
"339",3530102,"MIRANDÓPOLIS",77.12,0.45,758.64,24298,0.751,0.665,0.869,0.732,4,7,0,0,0,0,1,0,10,15,1,83,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,1,1383,3914
"340",3530201,"MIRANTE DO PARANAPANEMA",75.45,0.5,516.3,16913,0.724,0.674,0.841,0.67,2,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,1,34,1,0,0,0,0,0,0,0,1,0,862,3693
"341",3530300,"MIRASSOL",75.76,0.43,841.27,53576,0.762,0.698,0.846,0.748,74,1314,13,4,0,0,0,0,49,111,3,2,4,18,0,0,0,0,2,1,0,0,2,11,3,0,43,258,3318,14546
"342",3530409,"MIRASSOLÂNDIA",74.76,0.39,639.58,4288,0.738,0.69,0.829,0.704,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,3,5,183,772
"343",3530508,"MOCOCA",74.63,0.53,881.99,65734,0.762,0.709,0.827,0.756,16,19,27,204,0,0,49,438,63,231,8,46,2,0,0,0,4,331,3,17,5,21,1,115,4,0,17,46,3825,17320
"344",3530607,"MOGI DAS CRUZES",76.07,0.54,916.81,386276,0.783,0.74,0.851,0.762,34,131,116,285,1,0,0,0,223,587,15,423,4,25,0,0,0,0,17,73,1,86,0,0,12,0,95,496,18395,102112
"345",3530706,"MOGI GUAÇU",76.1,0.44,802.19,136821,0.774,0.736,0.852,0.74,32,110,51,321,0,0,10,31,101,402,3,6,3,5,1,4,2,20,4,12,4,217,5,181,12,1,36,93,6287,40284
"346",3530805,"MOJI MIRIM",77.74,0.49,945.62,85795,0.784,0.715,0.879,0.767,46,208,49,243,7,7,1,19,65,606,2,9,2,34,1,0,1,0,10,397,2,124,3,9,10,1,24,64,5277,28799
"347",3530904,"MOMBUCA",74.18,0.61,832.07,3261,0.719,0.607,0.82,0.746,1,16,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,156,628
"348",3531001,"MONÇÕES",73.81,0.43,755.2,2132,0.772,0.773,0.814,0.731,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,345,932
"349",3531100,"MONGAGUÁ",76.24,0.5,699.73,44770,0.754,0.699,0.854,0.719,0,0,1,0,0,0,0,0,20,54,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6,5,1741,6669
"350",3531209,"MONTE ALEGRE DO SUL",76.5,0.48,861.61,7128,0.759,0.678,0.858,0.752,1,0,1,7,0,0,37,24,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,640,1353
"351",3531308,"MONTE ALTO",76.56,0.42,832.6,46499,0.768,0.707,0.859,0.746,19,36,30,66,0,0,0,0,26,62,2,74,2,9,0,0,1,2,2,6,0,0,6,570,6,0,9,13,4410,13393
"352",3531407,"MONTE APRAZÍVEL",76.64,0.5,1032.05,21662,0.785,0.72,0.861,0.781,7,56,13,14,0,0,5,1,12,22,2,20,1,0,1,14,1,201,3,50,0,0,0,0,2,0,9,38,1523,3772
"353",3531506,"MONTE AZUL PAULISTA",75.56,0.46,765.11,18862,0.753,0.69,0.843,0.733,8,19,17,50,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,10,13,1364,5338
"354",3531605,"MONTE CASTELO",73.81,0.38,646.15,4063,0.741,0.709,0.814,0.706,0,0,2,75,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,518
"355",3531704,"MONTEIRO LOBATO",74.53,0.48,593.95,4095,0.71,0.627,0.826,0.692,0,0,2,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,623
"356",3531803,"MONTE MOR",76.78,0.44,674.23,48724,0.733,0.639,0.863,0.713,7,5,18,319,0,0,2,3,23,24,1,26,1,1,0,0,0,0,1,446,6,95,0,0,0,0,7,5,1989,12429
"357",3531902,"MORRO AGUDO",75.15,0.45,687.37,29050,0.712,0.604,0.836,0.716,10,8,18,104,0,0,0,0,12,30,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,15,227,2178,7201
"358",3532009,"MORUNGABA",73.1,0.41,733.72,11730,0.715,0.627,0.802,0.726,2,2,5,3,0,0,7,17,8,17,3,47,0,0,0,0,0,0,2,167,0,0,0,0,1,0,8,404,776,4373
"359",3532058,"MOTUCA",76.51,0.45,567.17,4271,0.741,0.691,0.859,0.685,1,0,2,49,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,188,667
"360",3532108,"MURUTINGA DO SUL",75.84,0.43,636.47,4147,0.726,0.643,0.847,0.703,2,0,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,249,445
"361",3532157,"NANTES",72.41,0.35,472.28,2707,0.714,0.702,0.79,0.655,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,370
"362",3532207,"NARANDIBA",75.33,0.36,482.74,4288,0.718,0.67,0.839,0.659,0,0,2,9,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1106
"363",3532306,"NATIVIDADE DA SERRA",73.86,0.51,496.93,6667,0.655,0.52,0.814,0.664,0,0,0,0,2,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,675
"364",3532405,"NAZARÉ PAULISTA",74.08,0.45,554.18,16371,0.678,0.559,0.818,0.681,3,33,2,7,0,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,138,612,2813
"365",3532504,"NEVES PAULISTA",74.38,0.4,784.55,8745,0.754,0.707,0.823,0.737,3,25,0,0,0,0,1,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,28,502,1561
"366",3532603,"NHANDEARA",75.08,0.49,878.42,10595,0.751,0.672,0.835,0.755,1,2,1,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,1616,1763
"367",3532702,"NIPOÃ",73.81,0.37,628.33,4270,0.713,0.636,0.814,0.701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,301,647
